smiles,log KOA,
Nc1cccc(Cl)c1,6.01,
Nc1ccc(Cl)cc1,6.02,
Cc1ccc(N)cc1Cl,6.42,
Nc1ccc(Cl)c(Cl)c1,7.05,
N#CCCl,3.19,
N#CC(Cl)(Cl)Cl,2.34,
N#Cc1c(Cl)cccc1Cl,5.71,
N#Cc1c(Cl)c(Cl)c(Cl)c(C#N)c1Cl,8.11,
Cc1cc(Cl)ccc1N=CN(C)C,7.22,
Cn1c(Br)c(Br)c(Br)c1-c1c(Br)c(Br)c(Br)n1C,11.56,
CCCC(Cn1cncn1)c1ccc(Cl)cc1Cl,9.81,
Clc1cccnc1,4.17,
Clc1ccccn1,4.37,
Clc1cc(Cl)c(Cl)nc1Cl,5.41,
Clc1cccc(C(Cl)(Cl)Cl)n1,6.21,
Brc1cccnc1,4.81,
Clc1cc(Cl)nc(-c2ccccc2)n1,7.32,
Clc1ccccc1-c1nnc(-c2ccccc2Cl)nn1,10.77,
Clc1nc(Cl)nc(Nc2ccccc2Cl)n1,8.41,
CCNc1nc(Cl)nc(NCC)n1,8.81,
CCNc1nc(Cl)nc(NC(C)C)n1,9.08,
CCNc1nc(Cl)nc(NC(C)CC)n1,8.74,
CC(C)Nc1nc(Cl)nc(NC(C)C)n1,9.02,
CCNc1nc(Cl)nc(NC(C)(C)C)n1,8.92,
CC(C)Nc1nc(Cl)nc(NC2CC2)n1,10.12,
CCNc1nc(Cl)nc(NC(C)(C)C#N)n1,9.93,
Cc1ccc2c(c1)[C@H](Nc1nc(N)nc([C@@H](C)F)n1)[C@@H](C)C2,11.18,
Cc1ccc2c(c1)[C@H](Nc1nc(N)nc([C@H](C)F)n1)[C@@H](C)C2,11.63,
N#Cc1c[nH]cc1-c1cccc(Cl)c1Cl,10.37,
CCCCC(C#N)(Cn1cncn1)c1ccc(Cl)cc1,9.51,
N#CC(CCc1ccc(Cl)cc1)(Cn1cncn1)c1ccccc1,10.91,
N#Cc1cc(Br)c(O)c(Br)c1,8.99,
N#Cc1cc(I)c(O)c(I)c1,11.31,
CC(C)(C)[C@@H](O)C(Cc1ccc(Cl)cc1)n1cncn1.CC(C)(C)[C@H](O)C(Cc1ccc(Cl)cc1)n1cncn1,10.85,
CC(C)(C)C(O)C(Cc1ccc(Cl)cc1Cl)n1cncn1,11,
CC(C)(C)C(O)(CCc1ccc(Cl)cc1)Cn1cncn1,11.41,
CCCCC(O)(Cn1cncn1)c1ccc(Cl)cc1Cl,10.79,
CC(C1CC1)C(O)(Cn1cncn1)c1ccc(Cl)cc1,10.32,
CC1(C)CCC(Cc2ccc(Cl)cc2)C1(O)Cn1cncn1,10.57,
CC(C)C1CCC(Cc2ccc(Cl)cc2)C1(O)Cn1cncn1,11.06,
OC(Cn1cncn1)(c1ccc(F)cc1)c1ccccc1F,10.59,
OC(c1ccc(F)cc1)(c1cncnc1)c1ccccc1Cl,9.94,
C=CCOC(Cn1ccnc1)c1ccc(Cl)cc1Cl,10.38,
FC(F)C(F)(F)OCC(Cn1cncn1)c1ccc(Cl)cc1Cl,9.97,
Clc1ccc([C@@]2(Cn3cncn3)C[C@@H](Br)CO2)c(Cl)c1,11.61,
Clc1ccc([C@@]2(Cn3cncn3)C[C@H](Br)CO2)c(Cl)c1,11.07,
Clc1ccc(C2(Cn3cncn3)OCCO2)c(Cl)c1,10.15,
CCC1COC(Cn2cncn2)(c2ccc(Cl)cc2Cl)O1,10.15,
CCC[C@H]1CO[C@](Cn2cncn2)(c2ccc(Cl)cc2Cl)O1,10.87,
CCC[C@@H]1CO[C@](Cn2cncn2)(c2ccc(Cl)cc2Cl)O1,10.75,
CC1COC(Cn2cncn2)(c2ccc(Oc3ccc(Cl)cc3)cc2Cl)O1,13.05,
Fc1ccc(Oc2ccnc3cc(Cl)cc(Cl)c23)cc1,9.37,
FC(F)(F)c1ccc(OCCCOc2c(Cl)cc(OCC=C(Cl)Cl)cc2Cl)nc1,12.64,
CCC(Nc1ncnc(C)c1Cl)c1ccc(OC(F)F)cc1,9.95,
CCOCCc1ccc(OCCNc2ncnc(CC)c2Cl)c(C)c1C,12.4,
CCCOCC(=Nc1ccc(Cl)cc1C(F)(F)F)n1ccnc1,10.9,
N#Cc1c[nH]cc1-c1cccc2c1OC(F)(F)O2,11.61,
NC1=C(Cl)C(=O)c2ccccc2C1=O,9.39,
Cn1cc(-c2ccccc2)c(=O)c(-c2cccc(C(F)(F)F)c2)c1,9.81,
CCCC(=O)Oc1c(Br)cc(C#N)cc1Br,8.62,
CCCCCCC(=O)Oc1c(Br)cc(C#N)cc1Br,9.3,
CCCCCCCC(=O)Oc1c(Br)cc(C#N)cc1Br,10.26,
CC(C)OC(=O)c1cc(-c2nn(C)c(C(F)(F)F)c2Br)c(F)cc1Cl,9.67,
CCOC(=O)Cc1[nH]nc2ccc(Cl)cc12,9.85,
O=C(O)c1nc(Cl)ccc1Cl,9.14,
Nc1c(Cl)c(Cl)nc(C(=O)O)c1Cl,11.5,
Nc1nc(C2CC2)nc(C(=O)O)c1Cl,8.91,
CNC1=C(c2cccc(C(F)(F)F)c2)C(=O)C(c2ccccc2)O1,14.44,
CC1(C)[C@@H](C(Br)C(Br)(Br)Br)[C@H]1C(=O)O[C@H](C#N)c1cccc(Oc2ccccc2)c1,12.71,
CC1(C)[C@@H](C=C(Cl)Cl)[C@H]1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,10.51,
CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,11.37,
CC1(C)[C@@H](/C=C(\Cl)C(F)(F)F)[C@H]1C(=O)O[C@H](C#N)c1cccc(Oc2ccccc2)c1,9.25,
CC1(C)[C@@H](/C=C(\Cl)C(F)(F)F)[C@H]1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,12.11,
CC1(C)[C@@H](C=C(Cl)Cl)[C@H]1C(=O)O[C@@H](C#N)c1ccc(F)c(Oc2ccccc2)c1,9.95,
CC1(C)[C@H](C=C(Cl)Cl)[C@H]1C(=O)O[C@H](C#N)c1ccc(F)c(Oc2ccccc2)c1,11.45,
CC1(C)[C@H](C=C(Cl)Cl)[C@@H]1C(=O)O[C@@H](C#N)c1ccc(F)c(Oc2ccccc2)c1,11.69,
CC1(C)[C@@H](C(=O)O[C@@H](C#N)c2ccc(F)c(Oc3ccccc3)c2)[C@@H]1C=C(Cl)Cl,11,
CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c1ccc(Cl)cc1,12.98,
CC(C)[C@@H](C(=O)O[C@@H](C#N)c1cccc(Oc2ccccc2)c1)c1ccc(Cl)cc1,11.18,
CCCCOC(=O)[C@@H](C)Oc1ccc(Oc2ccc(C#N)cc2F)cc1,9.23,
CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c1ccc(OC(F)F)cc1,12.09,
CC1(C)[C@@H](/C=C\C(=O)OC(C(F)(F)F)C(F)(F)F)[C@H]1C(=O)O[C@H](C#N)c1cccc(Oc2ccccc2)c1,10.61,
CC(C)(C)[C@@H](O)[C@H](Oc1ccc(Cl)cc1)n1cncn1,11.13,
CC(C)(C)[C@H](O)[C@H](Oc1ccc(Cl)cc1)n1cncn1,11.08,
CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1cncn1,10.98,
CC(C)C(O)(c1ccc(OC(F)(F)F)cc1)c1cncnc1,10.41,
O=C(O)COc1nc(Cl)c(Cl)cc1Cl,9.48,
CC(Oc1ccc(Oc2ccc(C(F)(F)F)cn2)cc1)C(=O)O,13.76,
CCCCCC(C)OC(=O)COc1ccc(Cl)c2cccnc12,10.93,
CCCCOC(=O)C(C)Oc1ccc(Oc2ccc(C(F)(F)F)cn2)cc1,10.03,
CCCCOC(=O)[C@@H](C)Oc1ccc(Oc2ccc(C(F)(F)F)cn2)cc1,10.3,
COC(=O)[C@@H](C)Oc1ccc(Oc2ncc(C(F)(F)F)cc2Cl)cc1,9.29,
CO/C=C(\C(=O)OC)c1ccccc1COc1cccc(C(F)(F)F)n1,10.05,
C#CCOC(=O)[C@@H](C)Oc1ccc(Oc2ncc(Cl)cc2F)cc1,10.69,
CCOCCOC(=O)C(C)Oc1ccc(Oc2ncc(C(F)(F)F)cc2Cl)cc1,12.14,
CCOC(=O)C(C)Oc1ccc(Oc2cnc3cc(Cl)ccc3n2)cc1,10.72,
CCOC(=O)[C@@H](C)Oc1ccc(Oc2cnc3cc(Cl)ccc3n2)cc1,11.23,
CO/C=C(/C(=O)OC)c1ccccc1COc1cc(C(F)(F)F)nc(OC(C)C)n1,10.15,
CCOC(=O)C(C)Oc1ccc(Oc2nc3ccc(Cl)cc3o2)cc1,10.7,
Nc1c(Cl)c(F)nc(OCC(=O)O)c1Cl,12.16,
CCCCCCC(C)OC(=O)COc1nc(F)c(Cl)c(N)c1Cl,9.77,
CCCCOCC(C)OC(=O)COc1nc(F)c(Cl)c(N)c1Cl,10.81,
CC(C)[C@@H](Nc1ccc(C(F)(F)F)cc1Cl)C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,11.43,
CNC=O,5.17,
CC(N)=O,5.38,
CCC(N)=O,5.85,
CN(C)C=O,4.38,
CNC(C)=O,5.4,
CCCC(N)=O,6.39,
CC(=O)N(C)C,5.33,
CN1CCCC1=O,6.13,
O=C1CCCCCN1,7.08,
C=C(C)C(N)=O,6.74,
CCCCC(CC)CN1C(=O)C2C3C=CC(C3)C2C1=O,8.36,
NC(=O)c1ccccc1,8.31,
O=C1CCc2cccc3c2N1CC3,8.42,
Cc1ccc(NC(=O)NC(C)(C)c2ccccc2)cc1,10,
CN(C)C(=O)Nc1ccccc1,7.85,
CC(C)c1ccc(NC(=O)N(C)C)cc1,10.18,
CC1CCCCC1NC(=O)Nc1ccccc1,12.13,
CNC(=O)Oc1cccc(C)c1,6.71,
CNC(=O)Oc1ccc(C)c(C)c1,7.29,
CNC(=O)Oc1cc(C)cc(C)c1,8.06,
CC(C)OC(=O)Nc1ccccc1,7.33,
CNC(=O)Oc1ccccc1C(C)C,8.02,
CNC(=O)Oc1cc(C)cc(C(C)C)c1,8.4,
CCC(C)c1ccccc1OC(=O)NC,8.19,
CNC(=O)Oc1cccc2ccccc12,9.55,
CCOC(=O)Nc1cccc(OC(=O)Nc2ccccc2)c1,12.86,
COC(=O)Nc1cccc(OC(=O)Nc2cccc(C)c2)c1,13.4,
O=c1[nH]c2c(c(=O)n1C1CCCCC1)CCC2,12.21,
CC(C)c1nn(C(=O)NC(C)(C)C)c(=O)n1N,11.04,
CCCOC(=O)NCCC[NH+](C)C.[Cl-],8.07,
CN(C)c1nc(=O)n(C2CCCCC2)c(=O)n1C,11.07,
Cc1nnc(-c2ccccc2)c(=O)n1N,10.85,
CNC(=O)Oc1ccc(N(C)C)c(C)c1,8.52,
Cc1nc(N(C)C)nc(OC(=O)N(C)C)c1C,8.9,
COC(=O)Nc1nc2ccccc2[nH]1,9.83,
CCCCNC(=O)n1c(NC(=O)OC)nc2ccccc21,11.48,
Cc1ccc([C@H](C)NC(=O)C(NC(=O)OC(C)C)C(C)C)cc1,11.69,
CN(C)C(=O)Nc1cccc(OC(=O)NC(C)(C)C)c1,12.88,
CCOc1ccc(NC(C)=O)cc1,9.59,
CCN(CC)C(=O)C(C)Oc1cccc2ccccc12,10.62,
CCN(CC)C(=O)[C@@H](C)Oc1cccc2ccccc12,11.01,
COc1ccc(Oc2ccc(NC(=O)N(C)C)cc2)cc1,12.95,
CNC(=O)Oc1ccccc1OC(C)C,8.32,
CCOc1ccc(NC(=O)OC(C)C)cc1OCC,10.1,
CCOC(=O)NCCOc1ccc(Oc2ccccc2)cc1,11.93,
CNC(=O)Oc1cccc2c1OC(C)(C)C2,9.24,
CNC(=O)Oc1ccccc1C1OCCO1,9.52,
CNC(=O)Oc1cccc2c1OC(C)(C)O2,7.14,
CN(C)C(=O)Nc1cc(C(C)(C)C)on1,9.51,
CCC(C)(CC)c1cc(NC(=O)c2c(OC)cccc2OC)on1,10.64,
CC(C)=C[C@@H]1[C@@H](C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C,12.14,
CN(C)NC(=O)CCC(=O)O,9.83,
C#CCN1CC(=O)N(COC(=O)C2C(C=C(C)C)C2(C)C)C1=O,11.24,
COC(=O)c1cc(C)ccc1C1=NC(C)(C(C)C)C(=O)N1,11.27,
COC(=O)c1ccc(C)cc1C1=NC(C)(C(C)C)C(=O)N1,10.78,
CC(C)C1(C)N=C(c2nc3ccccc3cc2C(=O)O)NC1=O,15.88,
COCC(=O)N(c1c(C)cccc1C)C(C)C(=O)OC,9.28,
COCC(=O)N(c1c(C)cccc1C)[C@H](C)C(=O)OC,9.27,
COC(=O)C(C)N(C(=O)c1ccco1)c1c(C)cccc1C,9.66,
CCc1cc(C)cc(CC)c1-c1c(OC(=O)C(C)(C)C)n2n(c1=O)CCOCC2,12.34,
C=CCCCOC(=O)C(CC)N(Cc1ccco1)C(=O)n1ccnc1,9.46,
COCc1cnc(C2=NC(C)(C(C)C)C(=O)N2)c(C(=O)O)c1,14.38,
O=c1ccc(=O)[nH][nH]1,9.01,
COCC(=O)N(c1c(C)cccc1C)N1CCOC1=O,10.12,
COc1ccc(-c2ccccc2)cc1NNC(=O)OC(C)C,10.88,
C=CCN(CC=C)C(=O)C(Cl)Cl,6.56,
CCC(=O)Nc1ccc(Cl)c(Cl)c1,10.38,
CC(C)N(C(=O)CCl)c1ccccc1,7.36,
CCCC(C)(C)C(=O)Nc1ccc(Cl)cc1,9.71,
CC(C)(NC(=O)C(Br)C(C)(C)C)c1ccccc1,9.01,
O=C1C(Cl)C(CCl)CN1c1cccc(C(F)(F)F)c1,9.01,
CCC1(C(=O)NC(C)c2ccc(Cl)cc2)C(C)C1(Cl)Cl,10.44,
C#CC(C)(C)NC(=O)c1cc(Cl)cc(Cl)c1,9.66,
O=C(Nc1ccccc1)c1ccccc1I,9.57,
CC12CC1(C)C(=O)N(c1cc(Cl)cc(Cl)c1)C2=O,8.98,
O=C1C(Cl)=C(Cl)C(=O)N1c1ccc(F)cc1,5.49,
O=C1C2=C(CCCC2)C(=O)N1c1ccc(Cl)cc1,9.26,
CN(C)C(=O)Nc1cccc(C(F)(F)F)c1,9.12,
CN(C)C(=O)Nc1ccc(Cl)cc1,9.01,
Cc1ccc(NC(=O)N(C)C)cc1Cl,9.92,
CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,10.14,
C#CC(C)N(C)C(=O)Nc1ccc(Cl)cc1,10.27,
CC(C)(NC(=O)NCc1ccccc1Cl)c1ccccc1,13.22,
O=C(Nc1ccccc1)N(Cc1ccc(Cl)cc1)C1CCCC1,13.91,
CC(C)OC(=O)Nc1cccc(Cl)c1,7.94,
CCC(C)n1c(=O)[nH]c(C)c(Br)c1=O,10.02,
Cc1[nH]c(=O)n(C(C)(C)C)c(=O)c1Cl,9.76,
Nc1cnn(-c2ccccc2)c(=O)c1Cl,12.85,
CNc1cnn(-c2cccc(C(F)(F)F)c2)c(=O)c1Cl,10.7,
N#CCNC(=O)c1cnccc1C(F)(F)F,10.26,
Cc1cccc(C)c1N(Cn1cccn1)C(=O)CCl,9.14,
Cc1nn(C)c(F)c1C(=O)Nc1ccccc1C(C)CC(C)C,10.97,
CC(C)[C@@H]1[C@@H]2CC[C@H]1c1cccc(NC(=O)c3cn(C)nc3C(F)F)c12,13.95,
CC(C)[C@@H]1[C@@H]2CC[C@H]1c1cccc(NC(=O)c3cn(C)nc3C(F)F)c12,13.98,
Cn1cc(C(=O)Nc2ccccc2-c2cc(F)c(F)c(F)c2)c(C(F)F)n1,12.22,
Cn1cc(C(=O)Nc2ccc(F)cc2-c2ccc(Cl)c(Cl)c2)c(C(F)F)n1,10.54,
O=c1c2cc(F)ccc2nc(-n2cncn2)n1-c1ccc(Cl)cc1Cl,11.58,
O=C(NCc1ncc(C(F)(F)F)cc1Cl)c1c(Cl)cccc1Cl,10.12,
O=C(Nc1ccccc1)Nc1ccnc(Cl)c1,12.85,
CCN(C(=O)n1nnn(-c2ccccc2Cl)c1=O)C1CCCCC1,11.48,
O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(Cl)cc1,11.01,
O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(F)c(Cl)c1F,11.14,
O=C(NCCc1ncc(C(F)(F)F)cc1Cl)c1ccccc1C(F)(F)F,10.99,
CC1(C(=O)Nc2ccc(O)c(Cl)c2Cl)CCCCC1,11.77,
COCCN(C(=O)CCl)c1c(C)cccc1C,8.94,
CCc1cccc(CC)c1N(COC)C(=O)CCl,9.31,
CCOCN(C(=O)CCl)c1c(C)cccc1CC,8.62,
CCCCOCN(C(=O)CCl)c1c(CC)cccc1CC,10.12,
CCCOCCN(C(=O)CCl)c1c(CC)cccc1CC,9.93,
CCc1cccc(C)c1N(C(=O)CCl)C(C)COC,9.37,
CCc1cccc(C)c1N(C(=O)CCl)[C@@H](C)COC,8.78,
CCc1cccc(C)c1N(COC(C)C)C(=O)CCl,8.53,
C/C=C\COCN(C(=O)CCl)c1c(CC)cccc1CC,8.79,
CCOCCN(C(=O)CCl)C(=C(C)C)c1ccccc1,8.91,
CC(C)Oc1cccc(NC(=O)c2ccccc2C(F)(F)F)c1,11.28,
CCC(Oc1ccc(F)c(C(F)(F)F)c1)C(=O)NCc1ccccc1,11.49,
CC1COc2ccccc2N1C(=O)C(Cl)Cl,7.85,
CC1(C)OC(c2ccco2)CN1C(=O)C(Cl)Cl,8.17,
COc1ccc(NC(=O)N(C)C)cc1Cl,10.35,
CN(C)C(=O)Nc1ccc(Oc2ccc(Cl)cc2)cc1,11.49,
CC(C)Oc1cc(-n2nc(C(C)(C)C)oc2=O)c(Cl)cc1Cl,9.42,
C#CCOc1cc(-n2nc(C(C)(C)C)oc2=O)c(Cl)cc1Cl,9.86,
CCCOc1nc2ccc(I)cc2c(=O)n1CCC,10.43,
CC(Oc1ccc(Cl)cc1Cl)C(=O)NC(C)(C#N)C(C)C,13.32,
CCCN(CCOc1c(Cl)cc(Cl)cc1Cl)C(=O)n1ccnc1,10.16,
Cc1nn(C)c(Cl)c1C(=O)Nc1cccc2c1C(C)OC2(C)C,12.18,
CCOc1cc(C(C)(C)C)ccc1C1COC(c2c(F)cccc2F)=N1,11.53,
O=C(NC(=O)c1ccccc1Cl)Nc1ccc(OC(F)(F)F)cc1,11.31,
O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(OC(F)(F)C(F)F)c(Cl)c1,13.09,
O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(Oc2ccc(C(F)(F)F)cc2Cl)cc1F,14.74,
CCOC(=O)CN(C(=O)CCl)c1c(CC)cccc1CC,9.74,
Cc1cccc(C)c1N(C(=O)CCl)C1CCOC1=O,8.57,
COC(=O)[C@@H](C)N(C(=O)c1ccccc1)c1ccc(F)c(Cl)c1,9.54,
CC(C)OC(=O)[C@@H](C)N(C(=O)c1ccccc1)c1ccc(F)c(Cl)c1,9.71,
CCOC(=O)C(Cl)Cc1cc(-n2nc(C)n(C(F)F)c2=O)c(F)cc1Cl,10.09,
COC(=O)CC(NC(=O)[C@@H](NC(=O)OC(C)C)C(C)C)c1ccc(Cl)cc1,11.63,
CCN(OC(=O)c1ccccc1)C(=O)c1c(OC)ccc(Cl)c1OC,9.27,
COC(=O)N(C(=O)N1CO[C@@]2(C(=O)OC)Cc3cc(Cl)ccc3C2=N1)c1ccc(OC(F)(F)F)cc1,14.14,
C=CC1(C)OC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O,8.69,
CC1(C)CON(Cc2ccccc2Cl)C1=O,8.13,
CC(C)NC(=O)N1CC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O,10.76,
COC(=O)N(C1=CC=CC=C1COC2=NN(C=C2)C3=CC=C(C=C3)Cl)OC,11.83,
CCOC(=O)C1(C)OC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O,9.04,
C/C=N/O,2.92,
CC/C(C)=N/O,3.74,
CN(C)N=O,3.72,
CCN(C)N=O,3.85,
CCN(CC)N=O,4.04,
CCCCN(C)N=O,4.3,
CCCN(CCC)N=O,5.57,
CCCCN(CC)N=O,5.46,
CCCCN(CCCC)N=O,5.81,
CC(C)N(N=O)C(C)C,5.36,
O=NN1CCCC1,5.64,
O=NN1CCCCC1,5.19,
O=NN1CCCCCC1,6.16,
CN(Cc1ccccc1)N=O,5.15,
C[N+](=O)[O-],2.52,
CC[N+](=O)[O-],2.88,
CCC[N+](=O)[O-],3.25,
CCCC[N+](=O)[O-],3.67,
CCCCC[N+](=O)[O-],4.03,
CC(C)[N+](=O)[O-],3.01,
O=[N+]([O-])CCCC[N+](=O)[O-],4.61,
O=[N+]([O-])c1ccccc1,4.58,
Cc1ccccc1[N+](=O)[O-],4.87,
Cc1cccc([N+](=O)[O-])c1,5.19,
Cc1ccc([N+](=O)[O-])cc1,4.88,
O=[N+]([O-])c1cccc2ccccc12,7.24,
O=[N+]([O-])c1cccc([N+](=O)[O-])c1,6.28,
O=[N+]([O-])c1ccc([N+](=O)[O-])cc1,6.28,
Cc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],6.96,
Cc1cc([N+](=O)[O-])ccc1[N+](=O)[O-],6.53,
Cc1c([N+](=O)[O-])cccc1[N+](=O)[O-],6.99,
Cc1c(C)c([N+](=O)[O-])c(C(C)(C)C)c([N+](=O)[O-])c1C,8.3,
Cc1c([N+](=O)[O-])cc2c(c1[N+](=O)[O-])C(C)(C)CC2(C)C,8.31,
O=[N+]([O-])c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,7.83,
Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],7.53,
Cc1c([N+](=O)[O-])c(C)c([N+](=O)[O-])c(C(C)(C)C)c1[N+](=O)[O-],8.24,
O=[N+]([O-])N1CN([N+](=O)[O-])CN([N+](=O)[O-])C1,9.44,
O=[N+]([O-])N1CN([N+](=O)[O-])CN([N+](=O)[O-])CN([N+](=O)[O-])C1,12.55,
CCCCO[N+](=O)[O-],3.34,
CCCCCO[N+](=O)[O-],3.03,
CC(C)CCO[N+](=O)[O-],3.9,
O=[N+]([O-])OCCO[N+](=O)[O-],4.55,
O=[N+]([O-])OCCCO[N+](=O)[O-],5.08,
O=[N+]([O-])OCCCCO[N+](=O)[O-],5.66,
O=[N+]([O-])OCCCCCO[N+](=O)[O-],6.02,
O=[N+]([O-])OCCCCCCCCCCO[N+](=O)[O-],8.75,
CC(CO[N+](=O)[O-])O[N+](=O)[O-],4.64,
CCC(CO[N+](=O)[O-])O[N+](=O)[O-],5.01,
CC(CCO[N+](=O)[O-])O[N+](=O)[O-],5.21,
CC(O[N+](=O)[O-])C(C)O[N+](=O)[O-],4.78,
CC(CC(C)O[N+](=O)[O-])O[N+](=O)[O-],5.8,
CCCCC(CO[N+](=O)[O-])O[N+](=O)[O-],5.88,
O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],6.87,
Nc1ccccc1[N+](=O)[O-],6.46,
Nc1cccc([N+](=O)[O-])c1,7.62,
Nc1ccc([N+](=O)[O-])cc1,8.41,
CCC(CC)Nc1c([N+](=O)[O-])cc(C)c(C)c1[N+](=O)[O-],8.66,
CCC(C)Nc1c([N+](=O)[O-])cc(C(C)(C)C)cc1[N+](=O)[O-],8.18,
CNC(=O)/C(=N/OC)c1ccccc1CO/N=C(C)/C(=N/OC)C(/C)=N/OC,10.92,
CCNC(=O)NC(=O)/C(C#N)=N/OC,7.75,
O=[N+]([O-])c1ccccc1O,5.05,
O=[N+]([O-])c1cccc(O)c1,8.81,
O=[N+]([O-])c1ccc(O)cc1,9.23,
Cc1ccc(O)c([N+](=O)[O-])c1,5.34,
Cc1ccc([N+](=O)[O-])c(O)c1,5.35,
Cc1cc(O)ccc1[N+](=O)[O-],8.29,
Cc1cccc(O)c1[N+](=O)[O-],5.98,
CCC(C)c1ccc(O)c([N+](=O)[O-])c1,6.15,
O=[N+]([O-])c1ccc(O)c([N+](=O)[O-])c1,6.98,
O=[N+]([O-])c1ccc([N+](=O)[O-])c(O)c1,7.06,
Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,6.89,
Cc1cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c1,7.87,
CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,8.05,
O=[N+]([O-])c1cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c1,9.99,
O=[N+]([O-])OCCCCO,6.91,
CC(O)CO[N+](=O)[O-],5.62,
CCC(O)CO[N+](=O)[O-],5.83,
CCN(CCO)c1ccc(N=Nc2ccc([N+](=O)[O-])cc2)cc1,14.66,
O=NN1CCOCC1,5.56,
CC1CN(N=O)CC(C)O1,5.05,
COc1ccccc1[N+](=O)[O-],5.4,
COc1ccc([N+](=O)[O-])cc1,6,
COc1c(C(C)(C)C)cc([N+](=O)[O-])c(C)c1[N+](=O)[O-],8.11,
O=[N+]([O-])OCCOCCO[N+](=O)[O-],5.59,
N#C/C(=N\OCC1OCCO1)c1ccccc1,7.94,
CNC(=O)/C(=N\OC)c1ccccc1Oc1ccccc1,9.85,
