smiles,log KOA,
CNC(=O)/C(=N\OC)c1ccccc1COc1cc(C)ccc1C,12.65,
CC(=O)c1c(C)c([N+](=O)[O-])c(C(C)(C)C)c([N+](=O)[O-])c1C,8.77,
C/C=C/C(=O)Oc1c(CCCCCCCC)cc([N+](=O)[O-])cc1[N+](=O)[O-],12.17,
COc1ccc(O)c([N+](=O)[O-])c1,5.85,
O=Cc1ccc(O)c([N+](=O)[O-])c1,5.53,
CO/N=C(/C(=O)OC)c1ccccc1COc1ccccc1C,9.84,
CCON=C(CC)C1=C(O)CC(c2c(C)cc(C)cc2C)CC1=O,11.89,
Cc1nn(C)c(Oc2ccccc2)c1/C=N/OCc1ccc(C(=O)OC(C)(C)C)cc1,9.32,
CO/N=C(/C)c1cccc(Oc2nc(OC)cc(OC)n2)c1C(=O)OC,9.53,
CO/N=C(\C)c1cccc(Oc2nc(OC)cc(OC)n2)c1C(=O)OC,8.58,
CC(=O)OO[N+](=O)[O-],2.92,
NC(N)=N[N+](=O)[O-],11.93,
CC(Cl)[N+](=O)[O-],2.74,
O=[N+]([O-])C(Cl)(Cl)Cl,3.15,
O=[N+]([O-])c1ccccc1Cl,5.2,
O=[N+]([O-])c1cccc(Cl)c1,5.64,
O=[N+]([O-])c1ccc(Cl)cc1,5.24,
O=[N+]([O-])c1cccc(Cl)c1Cl,6.55,
O=[N+]([O-])c1cc(Cl)ccc1Cl,6.27,
O=[N+]([O-])c1ccc(Cl)c(Cl)c1,6.53,
O=[N+]([O-])c1ccc(Cl)cc1Cl,6.15,
O=[N+]([O-])c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,8.48,
O=[N+]([O-])c1cccc(Br)c1,6.65,
O=[N+]([O-])c1ccc(Cl)c([N+](=O)[O-])c1,7.02,
Nc1ccc([N+](=O)[O-])cc1Cl,7.82,
Nc1c(Cl)cc([N+](=O)[O-])cc1Cl,8.1,
O=[N+]([O-])c1cc(C(F)(F)F)c(Cl)c([N+](=O)[O-])c1Nc1ncc(C(F)(F)F)cc1Cl,6.94,
CCCN(CCC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],7.93,
CCCCN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],7.5,
CCCN(CCCl)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],7.63,
CCCN(CC1CC1)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],7.72,
C=C(C)CN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],7.53,
CCN(Cc1c(F)cccc1Cl)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],8.37,
CCN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)c(N)c1[N+](=O)[O-],8.52,
CCCN(CCC)c1c([N+](=O)[O-])cc(C(F)(F)F)c(N)c1[N+](=O)[O-],7.59,
CO/N=C(/Cc1cccnc1)c1ccc(Cl)cc1Cl,9.33,
CON(C)C(=O)Nc1ccc(Cl)cc1,8.62,
CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1,9.92,
CON(C)C(=O)Nc1ccc(Br)cc1,9.34,
CON(C)C(=O)Nc1ccc(Br)c(Cl)c1,9.64,
O=[N+]([O-])C(Br)(CO)CO,7.54,
O=[N+]([O-])c1ccc(F)cc1O,4.77,
O=[N+]([O-])c1cc(Cl)ccc1O,5.67,
Cc1cc(O)c([N+](=O)[O-])cc1Cl,5.58,
O=C1C(Br)=CC(=CNOc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])C=C1Br,13.26,
O=[N+]([O-])c1ccc(Oc2ccc(Cl)cc2Cl)cc1,8.57,
CCOc1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],9.21,
O=[N+]([O-])c1ccc(Oc2ccc(C(F)(F)F)cc2[N+](=O)[O-])cc1,9.64,
Nc1c([N+](=O)[O-])ccc(Oc2ccccc2)c1Cl,9.96,
FC(F)(F)/C(=N/OCC1OCCO1)c1ccc(Cl)cc1,7.4,
CO/N=C(\C(=O)OC)c1ccccc1CO/N=C(\C)c1cccc(C(F)(F)F)c1,10.46,
COC(=O)c1cc(Oc2ccc(Cl)cc2Cl)ccc1[N+](=O)[O-],11.7,
CCOC(=O)C(C)OC(=O)c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],10.58,
CC/C(=N\OC/C=C/Cl)C1=C(O)CC(C2CCOCC2)CC1=O,10.28,
CC(C)=NOCCOC(=O)C(C)Oc1ccc(Oc2cnc3cc(Cl)ccc3n2)cc1,14.29,
O=[N+]([O-])NC1=NCCN1Cc1ccc(Cl)nc1,12.94,
CO/N=C(/C1=NOCCO1)c1ccccc1Oc1ncnc(Oc2ccccc2Cl)c1F,12.91,
CCCS,2.58,
CCCCS,2.87,
CSC,2.59,
CCSC,2.61,
CCSCC,3.01,
CC(C)SC(C)C,3.73,
Sc1ccccc1,4.36,
CSc1ccccc1,4.71,
CSSC,3.01,
CCSSCC,4.02,
c1ccsc1,2.91,
Cc1cccs1,3.48,
Cc1ccsc1,3.01,
c1ccc2c(c1)sc1ccccc12,7.28,
Clc1ccc(Sc2cc(Cl)c(Cl)cc2Cl)cc1,10.09,
CC(C)OC(=O)C(C(=O)OC(C)C)=C1SCCS1,9.14,
CCSC(=O)COc1ccc(Cl)cc1C,6.82,
Oc1ccc(SC(F)(F)F)cc1,8.5,
CN=C=S,2.81,
S=C=Nc1ccccc1,4.24,
CN(C)C(=S)SSC(=S)N(C)C,8.47,
CN1CSC(=S)N(C)C1,8,
Cc1cccc2sc3nncn3c12,10.28,
CSC(=O)c1cccc2nnsc12,8.27,
CCNc1nc(NCC)nc(SC)n1,9.86,
CNc1nc(NC(C)C)nc(SC)n1,9.52,
CCNc1nc(NC(C)C)nc(SC)n1,9.52,
CSc1nc(NC(C)C)nc(NC(C)C)n1,9.84,
CCSc1nc(NC(C)C)nc(NC(C)C)n1,9.87,
CCNc1nc(NC(C)C(C)C)nc(SC)n1,10.17,
CCNc1nc(NC(C)(C)C)nc(SC)n1,9.9,
c1ccc2[nH]c(-c3cscn3)nc2c1,12.51,
CCCCSC(=Nc1cccnc1)SCc1ccc(C(C)(C)C)cc1,12.28,
COCCCNc1nc(NC(C)C)nc(SC)n1,10.63,
N#Cc1sc2c(=O)c3ccccc3c(=O)c=2sc1C#N,11.62,
COc1cc(OC)nc(Sc2cccc3c2C(=O)OC3C)n1,11.11,
CCCCCCCCn1sccc1=O,8.33,
Cc1ccc2nc3sc(=O)sc3nc2c1,8.9,
CS/C(C)=N/OC(=O)N(C)SN(C)C(=O)O/N=C(\C)SC,9.12,
CCCCN(CCCC)SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2,10.17,
CCCCOC(=O)N(C)SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2,11.86,
COc1cccc(N(C)C(=S)Oc2cccc(C(C)(C)C)c2)n1,10.25,
CCOC(=O)CCN(SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2)C(C)C,10.29,
CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,13.32,
CSC(=O)c1c(C(F)F)nc(C(F)(F)F)c(C(=O)SC)c1CC(C)C,8.98,
Clc1ccc(CSC(Cn2cncn2)=Nc2ccc(Cl)cc2Cl)cc1,12.92,
N#CN=C1SCCN1Cc1ccc(Cl)nc1,13.15,
CCOc1nc(C(Cl)(Cl)Cl)ns1,8.2,
COC(=O)c1c(C(F)F)nc(C(F)(F)F)c(C2=NCCS2)c1CC(C)C,8.62,
CCCCCCCCSC(=O)Oc1cc(Cl)nnc1-c1ccccc1,10.25,
O=C1C2CC=CCC2C(=O)N1SC(Cl)(Cl)Cl,9.04,
O=C1C2CC=CCC2C(=O)N1SC(Cl)(Cl)C(Cl)Cl,10.44,
O=C1c2ccccc2C(=O)N1SC(Cl)(Cl)Cl,8.46,
O=C(O)Cn1c(=O)sc2cccc(Cl)c21,10.99,
CCOC(=O)Cn1c(=O)sc2cccc(Cl)c21,8.42,
Nc1cccc(S(F)(F)(F)(F)F)c1,7,
Nc1ccc(S(F)(F)(F)(F)F)cc1,7.01,
Cc1nc(C)c(C(=O)Nc2ccccc2)s1,10.08,
CNC(=O)Oc1cc(C)c(SC)c(C)c1,9.71,
CCSCc1ccccc1OC(=O)NC,9.12,
CNC(=O)N(C)c1nc2ccccc2s1,10.04,
CNC(=O)N(C)c1nnc(C(C)(C)C)s1,9.47,
CSc1nnc(C(C)(C)C)c(=O)n1N,9.15,
CCSc1nnc(C(C)(C)C)c(=O)n1N,8.32,
CSC1=N[C@@](C)(c2ccccc2)C(=O)N1Nc1ccccc1,10.87,
CCCN(CCC)C(=O)SCC,6.3,
CCCCN(CC)C(=O)SCCC,6.83,
CCCSC(=O)N(CCC)CCC,6.8,
CCSC(=O)N(CC(C)C)CC(C)C,6.64,
CCSC(=O)N1CCCCCC1,7.06,
CCSC(=O)N(CC)C1CCCCC1,7.36,
CCCN(CCC)C(=O)SCc1ccccc1,8.74,
CCN(C(=O)SCc1ccccc1)C(C)C(C)C,8.29,
CC(C)(SC(=O)N1CCCCC1)c1ccccc1,9.75,
CC(C)N1C(=O)N(c2ccccc2)CSC1=NC(C)(C)C,8.88,
CC1=C(C(=O)Nc2ccccc2)SCCO1,9.81,
CN(C(=O)COc1nc2ccccc2s1)c1ccccc1,10.29,
CN(C)C(=O)SCCCCOc1ccccc1,9.24,
CCOC(=O)CSc1nc(C(C)(C)C)nn1C(=O)N(C)C,10.75,
Cc1ccc(NC(=O)c2snnc2C)cc1Cl,11.58,
CNC(=O)N(C)c1nnc(C(F)(F)F)s1,9.22,
CC(C)N(C(=O)SC/C(Cl)=C/Cl)C(C)C,8.84,
CC(C)N(C(=O)SCC(Cl)=C(Cl)Cl)C(C)C,7.95,
CCN(CC)C(=O)SCc1ccc(Cl)cc1,8.92,
CCN(CC)C(=O)SCc1ccccc1Cl,8.82,
COCC(C)N(C(=O)CCl)c1c(C)csc1C,7.45,
COC[C@H](C)N(C(=O)CCl)c1c(C)csc1C,8.37,
COc1ccsc1CN(C(=O)CCl)c1c(C)cccc1C,9.85,
Cc1nc(C(F)(F)F)c(C(=O)Nc2c(Br)cc(OC(F)(F)F)cc2Br)s1,13.4,
CC(C)N(C(=O)COc1nnc(C(F)(F)F)s1)c1ccc(F)cc1,9.27,
CNC(=O)O/N=C(/C)C(C)SC,8.23,
CNC(=O)O/N=C/C(C)(C)SC,8.32,
CNC(=O)O/N=C(/CSC)C(C)(C)C,8.98,
CNC(=O)O/N=C(\C)SC,8.8,
CNC(=O)O/N=C(\SC)C(=O)N(C)C,9.8,
CCCC(=NOCC)C1=C(O)CC(CC(C)SCC)CC1=O,11.21,
CN=C(NCc1cnc(Cl)s1)N[N+](=O)[O-],13.59,
CN1COCN(Cc2cnc(Cl)s2)/C1=N/[N+](=O)[O-],12.02,
O=[N+]([O-])c1ccc(S(F)(F)(F)(F)F)cc1,5.77,
CC1=C(C)S(=O)(=O)CCS1(=O)=O,8.43,
COS(=O)(=O)OC,4.81,
CCOS(=O)(=O)OCC,4.6,
CS(C)=O,4.96,
CCS(=O)(=O)Oc1ccc2c(c1)C(C)(C)CO2,8.18,
CCOC1Oc2ccc(OS(C)(=O)=O)cc2C1(C)C,9.87,
C#CCOS(=O)OC1CCCCC1Oc1ccc(C(C)(C)C)cc1,10.41,
O=S1(=O)OCC2C(CO1)C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,9.68,
O=S(=O)(c1ccc(Cl)cc1)c1cc(Cl)c(Cl)cc1Cl,8.54,
O=S1OC[C@@H]2[C@H](CO1)C1(Cl)C(Cl)=C(Cl)[C@@]2(Cl)C1(Cl)Cl,8.83,
O=S1OC[C@@H]2[C@H](CO1)[C@]1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,9.28,
CS(=O)(=O)F,2.5,
CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F,12.47,
CC(C)N1C(=O)c2ccccc2NS1(=O)=O,11.42,
CCCCc1c(C)nc(NCC)nc1OS(=O)(=O)N(C)C,8.64,
COC(=O)c1ccccc1S(=O)(=O)NC(=O)Nc1nc(C)cc(C)n1,15.41,
CCOc1nc(NC)nc(NC(=O)NS(=O)(=O)c2ccccc2C(=O)OC)n1,14.28,
COC(=O)c1ccccc1CS(=O)(=O)NC(=O)Nc1nc(OC)cc(OC)n1,14.38,
COC(=O)c1ccccc1S(=O)(=O)NC(=O)Nc1nc(C)nc(OC)n1,13.82,
COC(=O)c1ccccc1S(=O)(=O)NC(=O)N(C)c1nc(C)nc(OC)n1,11.09,
COC(=O)c1sccc1S(=O)(=O)NC(=O)Nc1nc(C)nc(OC)n1,13.84,
CNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,6.32,
CCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,6.48,
N#Cc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1S(=O)C(F)(F)F,10.64,
Cc1ccn2nc(S(=O)(=O)Nc3c(F)cccc3F)nc2n1,13.19,
CN(CCO)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,7.45,
CCN(CCO)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,7.7,
C=CC(=O)OCCN(C)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,7.87,
Cc1nn(C)c(O)c1C(=O)c1ccc(C(F)(F)F)cc1S(C)(=O)=O,10.47,
CS(=O)(=O)c1cc(C(F)(F)F)ccc1C(=O)c1cnoc1C1CC1,9.77,
CN(C)S(=O)(=O)N(SC(F)(Cl)Cl)c1ccccc1,8.17,
Cc1ccc(N(SC(F)(Cl)Cl)S(=O)(=O)N(C)C)cc1,8.05,
COc1nc(C)nc(NC(=O)NS(=O)(=O)c2ccccc2Cl)n1,12.84,
COc1nc(C)nc(NC(=O)NS(=O)(=O)c2ccccc2OCCCl)n1,13.47,
CCN(CC)C(=O)n1cnc(S(=O)(=O)c2c(C)cc(C)cc2C)n1,12.22,
CNC(=O)O/N=C/C(C)(C)S(C)(=O)=O,6.01,
COC(=O)c1csc(C)c1S(=O)(=O)NC(=O)n1nc(OC)n(C)c1=O,9.66,
Cc1nn(-c2cc(NS(C)(=O)=O)c(Cl)cc2Cl)c(=O)n1C(F)F,10.85,
COc1cc(OC)n2nc(S(=O)(=O)Nc3c(Cl)ccc(C)c3Cl)nc2n1,16.74,
COc1cnc(OC)n2nc(NS(=O)(=O)c3c(OCC(F)F)cccc3C(F)(F)F)nc12,13.53,
CCOc1nc(F)cc2nc(S(=O)(=O)Nc3c(Cl)cccc3C(=O)OC)nn12,15.17,
CCOC(=O)c1ccccc1S(=O)(=O)NC(=O)Nc1nc(Cl)cc(OC)n1,13.95,
CCCN(CCC)c1c([N+](=O)[O-])cc(S(N)(=O)=O)cc1[N+](=O)[O-],13.92,
O=[N+]([O-])c1ccc(NS(=O)(=O)c2ccc(Cl)c(C(F)(F)F)c2)c(Cl)c1,10.74,
COP(=O)(OC)OC,5.3,
CCOP(=O)(OCC)OCC,5.21,
CCCOP(=O)(OCCC)OCCC,6.2,
CCCCOP(=O)(OCCCC)OCCCC,8.03,
CCCCCOP(=O)(OCCCCC)OCCCCC,9.31,
CCCCCCOP(=O)(OCCCCCC)OCCCCCC,11.6,
CCCCC(CC)COP(=O)(OCC(CC)CCCC)OCC(CC)CCCC,11.9,
CC(C)OP(C)(=O)OC(C)C,5.57,
CCCCC(CC)COP(=O)(Oc1ccccc1)Oc1ccccc1,10.56,
O=P(Oc1ccccc1)(Oc1ccccc1)Oc1ccccc1,10.09,
Cc1ccccc1OP(=O)(Oc1ccccc1)Oc1ccccc1,10.7,
Cc1ccc(OP(=O)(Oc2ccccc2)Oc2ccccc2)cc1,10.6,
Cc1ccccc1OP(=O)(Oc1ccccc1C)Oc1ccccc1C,10.7,
Cc1cccc(OP(=O)(Oc2cccc(C)c2)Oc2cccc(C)c2)c1,11.06,
Cc1ccc(OP(=O)(Oc2ccc(C)cc2)Oc2ccc(C)cc2)cc1,11.3,
CC(C)(C)c1ccc(OP(=O)(Oc2ccccc2)Oc2ccccc2)cc1,9.62,
CC(C)c1ccccc1OP(=O)(Oc1ccccc1C(C)C)Oc1ccccc1C(C)C,11.78,
O=P(c1ccccc1)(c1ccccc1)c1ccccc1,11,
CCCCOCCOP(=O)(OCCOCCCC)OCCOCCCC,10.9,
COP(=O)(OC)O/C(C)=C/C(=O)OC(C)c1ccccc1,9.55,
O=P(OCCCl)(OCCCl)OCCCl,7.85,
O=P(OCC(Br)CBr)(OCC(Br)CBr)OCC(Br)CBr,13.5,
COP(=O)(OC)OC(Br)C(Cl)(Cl)Br,7.35,
CC(CCl)OP(=O)(OC(C)CCl)OC(C)CCl,8.08,
O=P(OC(CCl)CCl)(OC(CCl)CCl)OC(CCl)CCl,10.6,
COP(=O)(OC)OC=C(Cl)Cl,5.95,
COP(=O)(OC)OC1=C(Cl)C2C=CCC12,7.5,
O=P(O)(O)CCCl,10.41,
CC(C)OP(=O)(F)OC(C)C,4.33,
COP(=O)(OC)O/C(=C\Cl)c1ccc(Cl)cc1Cl,8.85,
CCOP(=O)(OCC)O/C(=C\Cl)c1ccc(Cl)cc1Cl,9.78,
CCOP(=O)(OCC)O/C(=C/Cl)c1ccc(Cl)cc1Cl,10.18,
COP(=O)(OC)O/C(=C/Cl)c1cc(Cl)c(Cl)cc1Cl,10.13,
CC(OP(C)(=O)F)C(C)(C)C,5.08,
COP(=O)(OC)C(O)C(Cl)(Cl)Cl,9.49,
CCOP(=O)(C#N)N(C)C,5.26,
CNC(=O)/C=C(\C)OP(=O)(OC)OC,9.37,
COP(=O)(OC)O/C(C)=C/C(=O)N(C)C,8.29,
CCOP(=O)(OCC)Oc1ccc([N+](=O)[O-])cc1,8.79,
CCCSP(=O)(OCC)SCCC,8.51,
CCOP(=O)(SC(C)CC)SC(C)CC,8.12,
CCCCSP(=O)(SCCCC)SCCCC,10.24,
CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,10.01,
CC(C)OP(=O)(OC(C)C)SCc1ccccc1,8.98,
COP1(=S)OCc2ccccc2O1,4.98,
CCOP(=O)(Sc1ccccc1)Sc1ccccc1,10.66,
CCOP(=S)(CC)Sc1ccccc1,7.59,
CCCOP(=O)(OCCC)Oc1ccc(SC)cc1,9.22,
CCSCCSP(=O)(OC)OC,7.32,
CCSCCSP(=S)(OC)OC,7.52,
CCOP(=S)(OCC)SCSCC,7.54,
CCOP(=S)(OCC)SCCSCC,7.82,
CCOP(=S)(OCC)SCSC(C)(C)C,7.97,
COP(=S)(OC)Oc1ccc(SC)c(C)c1,8.2,
CCCSP(=S)(OCC)Oc1ccc(SC)cc1,9.42,
COP(=S)(OC)Oc1ccc(Sc2ccc(OP(=S)(OC)OC)cc2)cc1,11.56,
CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,7.83,
CCOC(=O)C(SP(=S)(OC)OC)c1ccccc1,8.54,
CCOP(=S)(OCC)OP(=S)(OCC)OCC,7.72,
CCOP(=S)(OCC)OC(Cl)C(Cl)(Cl)Cl,6.53,
COP(=S)(OC)Oc1c(Cl)cc(C)cc1Cl,7.83,
CCOP(=S)(OCC)Oc1ccc(Cl)cc1Cl,8.03,
COP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl,7.61,
CCCSP(=O)(OCC)Oc1ccc(Br)cc1Cl,10.1,
COP(=S)(OC)Oc1cc(Cl)c(Br)cc1Cl,7.18,
CCOP(=S)(OCC)Oc1cc(Cl)c(Br)cc1Cl,9.22,
COP(=S)(OC)Oc1cc(Cl)c(I)cc1Cl,9.09,
CCCSP(=S)(OCC)Oc1ccc(Cl)cc1Cl,8.78,
CCOP(=S)(CC)Oc1cc(Cl)c(Cl)cc1Cl,8.42,
COP(=S)(Oc1cc(Cl)c(Br)cc1Cl)c1ccccc1,11.31,
CCOP(=S)(OCC)SCSc1ccc(Cl)cc1,10.15,
CCOP(=S)(OCC)Oc1ccc2c(C)c(Cl)c(=O)oc2c1,9.5,
CCOP(=O)(NC(C)C)Oc1ccc(SC)c(C)c1,10.58,
CCOP(C)(=O)SCCN(C(C)C)C(C)C,8.35,
COP(=S)(OC)Oc1ccc(C#N)cc1,6.96,
CCOP(=S)(OCC)O/N=C(\C#N)c1ccccc1,9.43,
CCOP(=S)(OCC)Oc1ncn(-c2ccccc2)n1,9.59,
CCOP(=S)(OCC)Oc1cc(C)nc(C(C)C)n1,7.97,
CCOP(=S)(Oc1cnc(C(C)(C)C)nc1)OC(C)C,8.72,
CCOP(=S)(OCC)Oc1cnc2ccccc2n1,9.8,
CCN(CC)c1nc(C)cc(OP(=S)(OC)OC)n1,9.05,
CCOP(=S)(OCC)Oc1cc(C)nc(N(CC)CC)n1,9.39,
CCOc1cc(OP(=S)(OC)OC)nc(CC)n1,8.07,
CCOP(=S)(OCC)Oc1cc(-c2ccccc2)on1,8.48,
CCNP(=S)(OC)O/C(C)=C\C(=O)OC(C)C,9.14,
CCOP(=S)(NC(C)C)Oc1ccccc1C(=O)OC(C)C,9.63,
COP(=O)(NC(C)=O)SC,9.17,
CCOP(=S)(OCC)N1C(=O)c2ccccc2C1=O,10.05,
CCOP(=O)(SC(C)CC)N1CCSC1=O,9.61,
COc1nn(CSP(=S)(OC)OC)c(=O)s1,8.74,
CCCSP(=O)(OCC)Oc1cnn(-c2ccc(Cl)cc2)c1,11.32,
CCOP(=S)(OCC)Oc1nc(Cl)n(C(C)C)n1,8.11,
COP(=S)(OC)Oc1nc(Cl)c(Cl)cc1Cl,7.97,
CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,8.41,
CNC(=O)CSP(=S)(OC)OC,8.27,
CCCOP(=S)(OCCC)SCC(=O)N1CCCCC1C,10.54,
COP(=S)(OC)SCC(=O)N(C)C=O,7.85,
COP(=S)(OC)SCN1C(=O)c2ccccc2C1=O,8.48,
CCOP(=S)(OCC)Oc1ccc(=O)n(-c2ccccc2)n1,10.93,
COP(=S)(OC)SCn1nnc2ccccc2c1=O,10.83,
CCOP(=S)(OCC)SCn1nnc2ccccc2c1=O,9.59,
CCOP(=S)(OCC)SC(CCl)N1C(=O)c2ccccc2C1=O,9.81,
CCOP(=S)(OCC)SCn1c(=O)oc2cc(Cl)ccc21,9.91,
COP(=O)(OC)SCn1c(=O)oc2cc(Cl)cnc21,9.58,
COP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1,7.34,
COP(=S)(OC)Oc1ccc([N+](=O)[O-])c(C)c1,7.62,
CCOP(=S)(OCC)Oc1ccc([N+](=O)[O-])cc1,8.23,
CCOP(=S)(Oc1ccc([N+](=O)[O-])cc1)c1ccccc1,10.31,
CCOP(=S)(NC(C)CC)Oc1cc(C)ccc1[N+](=O)[O-],9.52,
COP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1Cl,8.49,
COP(=S)(OC)Oc1ccc([N+](=O)[O-])c(Cl)c1,8.55,
CCOP(=S)(OCC)Oc1ccc(S(C)=O)cc1,8.3,
CC(C)OP(=S)(OC(C)C)SCCNS(=O)(=O)c1ccccc1,11.38,
C[Se][Se]C,2.14,
C[Si](C)(C)C,1.81,
C[Hg]C,3.13,
C[Sn](C)(C)C,2.62,
C[Pb](C)(C)C,2.85,
CC[Pb](CC)(CC)CC,3.13,
C[Hg]Cl,4.77,
C[Pb](C)(C)Cl,1.23,
C=C[Si](OCCOC)(OCCOC)OCCOC,6.18,
C[Si](C)(C)[O-].[Li+],3.62,
C[Si](C)(O)O,6.4,
C[Si](C)(C)O[Si](C)(C)C,2.71,
C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,3.75,
C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,4.64,
C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,4.22,
C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,2.29,
C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,4.95,
C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,5.77,
CCCC[Sn](CCCC)(CCCC)O[Sn](CCCC)(CCCC)CCCC,8.17,
O.c1ccc([Sn](c2ccccc2)c2ccccc2)cc1,11.72,
CC(=O)O[Sn](c1ccccc1)(c1ccccc1)c1ccccc1,10.07,
CCO[Si](CCC1CCC2OC2C1)(OCC)OCC,8.45,
CO[Si](CCCOCC1CO1)(OC)OC,5.8,
CCOc1ccc([Si](C)(C)CCCc2ccc(F)c(Oc3ccccc3)c2)cc1,11.89,
c1ncn([Sn](C2CCCCC2)(C2CCCCC2)C2CCCCC2)n1,14.76,
C[Si](Cn1cncn1)(c1ccc(F)cc1)c1ccc(F)cc1,10.53,
C[Si](C)(C)CC(O)(Cn1cncn1)c1ccc(F)cc1,10,
